question	doc_text	doc_id	gpt-4o_response
I'm trying to learn meditation on my own but feel overwhelmed. What do experienced teachers say is needed to succeed in any spiritual practice?	"I remember my high school teachers so much more vividly than my elementary school teachers.
It is time for administrators and teachers to come together. We need to create a culture and climate where teachers don’t think they are being targeted or looking to be caught doing something wrong. They need to feel that no matter what the situation is they will get the backing of their administration. Administration and teachers need to work together so that people want to come to work every day. I can help make that happen.
There has to be trust created. I do not need a master’s degree to create trust. All that is needed for trust to bloom is time and consistency. I feel confident in my ability to work with parents, students, teachers, and other staff in a way that people are comfortable coming to me. I know that I am able to create relationships with other people in a way that is genuine.
For all the fear and trepidation that I have there is more excitement and positivity running through my body. This will be a new journey that forces me to use everything I have ever learned in life as well as test my ability to learn on the fly. I will fall but I will not fail. I learned from @mathneil that failure only occurs when you stop trying. I will not stop.
Q1. What is the worst trait an administrator could possess? #slowchatpe
Q2. What is a trait an administrator must possess to succeed? #slowchatpe
Q3. What is your relationship like with your admin? #slowchatpe
Q4. How could administration improve their relationship with staff? #slowchatpe
Q5. What is the scariest thing you will be facing this year? #slowchatpe"	<urn:uuid:aaa9c4f2-eab8-4ad3-9e30-93e8803dc349>	0.0
what agricultural practices and quality control requirements needed for medicinal herbs laboratory testing	"Third party certification usually refers to the involvement of a third-party certification body accredited to ISO 17065. This is the most stringent (and costly) of the three processes described and includes a testing program plus site audits to check quality management systems, recall procedures, and more. The certification body decides the acceptability of where the product is tested, but it typically must be performed by an ISO 17025 accredited laboratory (the laboratory is also audited and approved by the certification body). The certification body will also audit the manufacturing site(s), headquarters, or any other location of operation they deem necessary to review. The end result is the certification-body attestation of compliance, a stamp of approval on your product, and a listing on their online registry.
Example: NFPA 2112 is a standard that requires third-party certification for compliance at both the component and the garment levels; testing alone is not adequate to label the product to the standard.
Third party testing means just that: testing performed by a third-party. Some third-party testing laboratories are accredited to ISO 17025, which means another independent, third-party body has audited them for a quality management system and technical competence. Not all third-party laboratories are accredited. If your internal specifications or the standard you are working with require testing by an accredited, third-party laboratory, ask for the laboratory’s scope of accreditation.
Example 1: ANSI/ISEA 107-15, for high visibility products, requires background material to be tested by an ISO 17025 accredited third-party laboratory.
Self-Declaration can be described as a manufacturer’s attestation that they meet a certain standard. Some manufacturers have in-house testing facilities and produce their own compliance or quality control data (generally with the exception of large-scale testing, as there few facilities with these capabilities).
Example 1: ASTM F1506 is also a self-declaration standard, and it has no third-party requirements at all. A manufacturer could, theoretically, perform all testing in-house themselves and call their product compliant.
Example 2: ANSI 107 is a self-declaration standard for the finished product; however, there are third-party requirements for the components used in the garment. At the end of the day, the self-declaration of the finished product means the onus is on the manufacturer to ensure the proper process was followed and that the product is compliant. Keep in mind that all certification bodies and some third-party labs will perform this check for you upon request."	<urn:uuid:5ada102c-f8d0-4abd-8e03-9f138b454d8a>	0.0
I'm designing a surveillance system for a city intersection with multiple high-resolution cameras. What would be an efficient way to process all the video data in real-time?	"We also provide regular maintenance to the alarms within your flat, which ensures that they are working at full capacity at all times, and saves you worrying about issues such as sensors running out of battery. Arlo builds great home security cameras, and this third-generation Arlo Pro is a prime example of what this company is capable of. While it doesn't have the eye-popping 4K resolution of the Arlo Ultra, it delivers fantastic video quality and many of that more-expensive camera's other signature features for less.
CCTV camera security systems were initially developed to monitor commercial properties and public places, but have been adapted to home security systems in recent years. As you begin calling home security companies, you will be offered additional devices and services that can be added to increase your security. More high-end equipment packages—like the ones Vivint Smart Home provides—come with a touch-screen control panel and the option to add outdoor home security cameras, all of which require professional installation.
Good Security Systems For Home Ellisville 39437
The market for IP video surveillance systems is estimated to grow at a higher CAGR during the forecast period. System architecture for remote patient monitoring system. The simplest and least expensive are security alarms activated by opening a window or door. All of the cameras in a given system require a central video recorder in order to transmit and archive the footage they are capturing. Security system equipment is a large portion of what you pay for, with products including security cameras , motion sensors and additional smart security options.
Some alarm systems are designed to sound a high pitched siren, while others use strobe lights as a sign of warning to the burglar. When there is visual evidence through IP cameras, these claims can be proved either way. Whether you're interested in a camera to deter thieves or a way to make sure packages don't walk off the porch , there are a number of cameras designed to meet your outdoor security needs. Additional work for detection and special control equipment is avoided, which again saves time and expense.
However, keep in mind that the monitoring company's reaction time has absolutely nothing to do with the speed at which your local authorities will respond to the alarm—if they respond at all. Thermal cameras can also capture video of a person's movements based on body temperature. Fire alarm systems have control panels, which are the brain off the fire alarm system, the control panel would be the main connection between your fire alarm system and the primary station."	<urn:uuid:6d7ff5b0-2cd5-4146-97b0-3c0e22368174>	0.0
solvent vapors vs asbestos exposure health surveillance requirement workplace	"If you do come across asbestos panels or lagging in your Penge property, do not panic. Keep in mind that asbestos is normally only dangerous to health if disturbed. There are certain situations where it could be better to leave the asbestos in situ, making sure it isn't damaged or disturbed. You ought to get assistance from an experienced asbestos removal company if you are unclear about the safety of any asbestos materials in your home or business premises in Penge.
There are different levels of risk associated with the asbestos materials that might be found in older homes. As a consequence of how different asbestos products are produced and their likelihood of releasing fibres into the environment, products such as asbestos insulation boards, pipe lagging and loose fill cavity insulations are considered higher risk to health than roofing panels and asbestos cement sheets. A certified asbestos removal company in Penge is able to provide you with a risk-free method of removal of all forms of asbestos that might be identified in your property or home.
If there's a requirement for licensed asbestos removal work to be done then the local authority or the HSE must be informed, depending on the type of premises and its usage. All asbestos work has to follow the Control of Asbestos Regulations 2012 to prevent and limit an exposure to asbestos fibres and dust.
If you don't hold a certified Health and Safety Executive asbestos permit you could very well be prosecuted if you carry out any asbestos removal which requires a licensed person to perform the task.
THE DISPOSAL OF ASBESTOS
As soon as the asbestos materials have been removed from your Penge property they have to be viewed as hazardous waste. There are stringent measures needed to dispose of any sort of hazardous waste, particularly that which contains asbestos. A certified asbestos removal contractor in Penge will abide by all of the regulations and guidelines provided by the local authority and the Health & Safety Executive.
Hazardous asbestos products, like loose fibre asbestos or damaged asbestos insulation, can only be removed from site observing legislation stipulated in the Carriage of Dangerous Goods Act 2009. The Carriage of Dangerous Goods Act 2009 stipulates a separate waste carrier's license is essential and the waste must be taken to a certified hazardous waste disposal centre. By using a local Penge asbestos removal specialist you do not have to stress about these details as they will observe all the regulations and guidance; including the safe-keeping of all paperwork pertaining to the disposal for at least three years."	<urn:uuid:c89a2abd-fe79-4259-921c-f060e606a3bf>	0.0
modern bathroom design handicap friendly space	"Many homeowners have already incorporated modern greys into their bathroom, but now it’s time to get even bolder! Black fixtures, vanities, mirrors, and accent walls have become all the rage in 2020.
These designs provide a clean and modern feel that will give your bathroom the refresh it deserves. You may feel hesitant to bring so much darkness into your space, but we have another popular trend that will allow you to have a sleek, modern bathroom that isn’t too dark.
Add a Pop of Color to Your Space
If you’re not too keen on going all black, add exclusive colors and patterns to your new and improved bathroom design. Vibrant colors can pair with any neutral bathroom, whether you decided to go light or dark.
On top of looking awesome, different color palettes can also affect your mood! Get the most out of your bathing experience with relaxing blues or natural greens. If you’re not prepared to undergo an entire remodel, opt for a simple shower surround or bath surround.
Top Your Remodel Off with Attractive Accents
Accents are a great way to tie your entire bathroom remodel together. Whether you’re looking for a classic or modern aesthetic, you can always find the best style for your space.
Wooden accents are making a comeback as homeowners search for warmer tones for their bathrooms. Countertops and cabinetry are a great place to implement these stylish accents into your otherwise modern bathroom.
Continuing on the trend of vintage looks, brass and gold accents are also rising in popularity for sinks, toilets, and everything in between. Trade out your chrome fixtures for some added warmth and depth to your bathroom.
Make Your Bath Remodel a Breeze with Affordable Custom Designs
Whatever your goals are for your upcoming remodel, you can achieve them with the right team behind you. Baths by Bee offers exclusive colors and patterns so you can craft the perfect bathroom design for your home.
Whether you need a simple bath liner or a full-blown shower replacement, our team will be by your side from your initial consultation until the installation of the finished product. Don’t leave your remodel on the backburner. Start planning today with a complimentary, no-obligation estimate from our specialists."	<urn:uuid:f4ed4a36-0b02-4791-a50e-74aa7fafc968>	0.0
institutional investor comparing gold palladium stability profit margin	"What it is:
How it works (Example):
The formula for profit is:
Total Sales - Total Expenses = Profit
Here is some information about Company XYZ for last year:
Using the formula and the information above, we can calculate that Company XYZ's profit was:
$2,000,000 - $1,000,000 - $50,000 - $95,000 = $855,000
Why it Matters:
Profit is one of the most important measurements in determining the health and success of a business. However, the measurement of profit can vary and should be considered with other factors.
For example, profit varies greatly from company to company and from industry to industry. Because companies vary in size, it is often more appropriate to consider profit as a percentage of sales (profit margin) when comparing one company to another. As well, varying accounting methods can greatly influence profit, and these changes may have little to do with a company's actual operations.
Changes in profit are the subject of much analysis. In general, high or rising profits are indicative of a successful business while low profits could suggest a myriad of problems, including inadequacies in customer or expense management."	<urn:uuid:0579cad9-a41c-488a-bcbe-cf1bc9d53eb3>	0.0
planning to go camping range creek bears food safety precautions need to know	"It also means you take whatever common-sense precautions you can to protect yourself and other hunters. Here are a few tips to keep you and others safer the next time you go hunting:
- Advise other hunters about where you plan to set up. Doing so is beneficial because it isn’t only common sense safety-wise; it will also prevent other hunters from making noise in the area where you’re trying to track and hunt.
- Many states and private hunting clubs require hunters to wear a certain amount of hunter orange. Even if you aren’t required to do so by law, it isn’t a bad idea, especially when hunting fast-moving game (think waterfowl).
- Keep an emergency medical kit and a cell phone on you at all times because anything could happen. Hunting accidents, snakebites, broken bones and twisted ankles are all possibilities for which you need to be prepared.
Be the Predator, Not the Prey
There’s a famous scene in the original Jurassic Park movie where the park warden thinks he is hunting a raptor. Just before he takes his shot, however, he realizes that his target was acting as a distraction while another raptor snuck up on him. While this is an extreme example, it’s a reminder that each time we go hunting, we are stepping into a world where we aren’t always highest on the food chain.
Know what animals are present in the area in which you plan to hunt. Are there bears in the area? What about mountain lions? Coyotes, wolves and wild boars can be extremely dangerous to humans, especially if they feel threatened or provoked. You also need to be aware of poisonous snakes, spiders, ticks, ants, and mosquitoes. Any one of these creatures can ruin a hunt and cause extreme displeasure, or even death.
Due to the combination of weapons, nature and wild animals, there will always be an element of danger when it comes to hunting. By following the aforementioned hunting safety tips and using common sense, however, you can have a good time and gain peace of mind by knowing that you’re doing everything within your power to protect yourself and everyone around you."	<urn:uuid:a4281182-be02-4b90-af71-4a5af01e51c6>	0.0
countries sharing land border eritrea location	"From the July-August 2015 issue of News & Letters
by Ron Kelch
“Where are human rights? Where is humanity?” exclaimed Naser Alden Abdulaziz, as French border police stopped him from crossing the border from Italy. Abdulaziz is fleeing the hell of a decade of ethnic violence and genocide in Darfur, Sudan, and, along with others from Libya and Eritrea, demonstrated and started a hunger strike at the border, declaring they will never return. Millions of human beings on the move all over the world are putting the global political and economic system on trial, exposing its rhetoric about human rights for what it really is: a callous disregard for the mass of humanity suffering economic destitution, ethnic violence, climate disaster, perpetual war and terror under the regime of global capitalism.
ROHINGYA FLEE IMPENDING GENOCIDE
More than a million Rohingya, who have lived for generations in Burma’s Rakhine province, have been declared a non-people in their own country since 1982. Subjected to perpetual ethnic violence and concentrated into squalid camps by Buddhist security forces, thousands have packed into tiny boats dubbed “floating coffins” provided by profiteering smugglers. They are taken out to sea, along with starving Bangladeshis and other South Asians escaping poverty—all trying to find a place to live. When navy vessels of neighboring countries—Thailand, Indonesia, Malaysia—encounter them, a few provisions are handed out if they’re lucky, but then the vessels sail away.
Australia’s anti-immigrant Prime Minister Tony Abbott not only adamantly shut down any suggestion the Rohingya could go there, but, in violation of international law, has his forces stop boats and reward each member of smuggling crews $5,000 to take refugees to Indonesian waters. Bodies keep washing up on shores. Many of those who manage to land alive are discovered later in mass graves in Thailand and Malaysia.
Israeli writer Ben Samuels aptly compared the Rohingya flotilla to the SS St. Louis, which in 1939 was packed with Jews escaping the Holocaust, many of whom were killed upon returning to Europe after they were denied entry everywhere including Miami, where the State Department declared they’d have to “await their turns.” (See “Jews in 1939, Rohingya in 2015: Will the world act to prevent a 21st century SS St."	<urn:uuid:d969b176-9d7e-4073-a7b2-a3e4f0b60055>	0.0
When did spiders first appear in the fossil record?	"Evolution breaks Darwin’s own slow, gradual process maxim
This next item is included not because it is science, but because it demonstrates that not only does evolution not follow the laws of science it doesn’t even follow its own laws. Punctuated Equilibrium is an update to evolutionary theory proposed in 1972 by noted paleontologists Niles Eldredge and Stephen Jay Gould. It was proposed because evolutionists realized the fossil record does not conform to Darwin’s theory of slow, gradual change of species. As Wikipedia explains it, the fossil record of an evolutionary progression:
“…typically consists of species that suddenly appear, and ultimately disappear, in many cases close to a million years later, without any change in external appearance.”
Eldredge and Gould were among the evolutionists who realized the evidence simply doesn’t fit Darwin’s theory, and instead of discarding the theory, changed it to allow what Darwin said was forbidden: saltations – or jumps in the fossil record. But as evolution evangelist Richard Dawkins acknowledges:
“Without Gradualness.. we are back to a miracle.”
Evolutionists like to pretend they believe in Darwin’s theory of slow and gradual change, but the fact that punctuated equilibrium was even proposed shows that 1.) The fossil record doesn’t support Darwin’s theory, and 2.) Evolutionists have conceded that slow gradual processes simply cannot do what they claim they can, and that in fact the only solution is something that can produce saltations – jumps. But jumps require the intervention of an agent outside of the material world; something that can intelligently manipulate natural processes to do what slow and steady processes can’t – to do what Dawkins correctly characterized as “a miracle.”
This is not intended to be an exhaustive list of all the laws of science broken by evolutionary theory, but merely one sufficient to show that that Darwinian evolution does in fact break many laws of science and in fact breaks its own scientific requirements and therefore is rightfully characterized as a pseudoscience. Marine biologist Robert Carter summarizes it succinctly:
“Everything we know about the laws of chemistry, genetics, statistics and information theory argues against any life from non-life idea. But an evolutionist must believe that scientific laws are violated for life to arise from none living chemicals. That sounds like faith to me.”
So you can legitimately call evolution pseudoscience, or you could call it religion."	<urn:uuid:817c1741-736c-4b4e-b3d6-9dfb423d9740>	0.0
construction project manager need to know steel frame systems cost effectiveness and seismic performance requirements	"This makes it suitable for applications like power generation plants where large quantities of steam need to be transported over long distances.
Another notable application area for boiler steel is in the automotive industry. It is commonly employed in manufacturing parts such as exhaust systems or catalytic converters due to its ability to withstand high temperatures generated by engine combustion.
The versatility of boiler steel extends beyond heavy industries; it can also be found in everyday household appliances like water heaters or central heating systems. Its thermal conductivity ensures efficient energy transfer while its strength provides durability.
The wide range of applications highlights why boiler steel remains an indispensable material across multiple sectors – from energy production to transportation to residential use!
Remember: never end blog sections with an exclamation mark!
Benefits and Advantages of Using Boiler Steel
Boiler steel is a crucial material in the construction industry, especially for applications requiring high temperatures and pressure resistance. Its unique properties offer several benefits and advantages that make it an ideal choice for boiler manufacturing.
One of the primary advantages of using boiler steel is its exceptional strength. This type of steel is specifically designed to withstand extreme heat and pressure conditions, ensuring the durability and longevity of boilers. The high tensile strength of boiler steel allows it to handle heavy loads without experiencing deformation or failure.
Additionally, boiler steel exhibits excellent corrosion resistance properties. It remains unaffected by prolonged exposure to moisture, steam, and various corrosive substances commonly found in industrial environments. This corrosion resistance ensures that boilers made from this material can operate efficiently without undergoing premature deterioration.
Furthermore, another significant advantage of using boiler steel is its ability to maintain dimensional stability even under fluctuating temperatures. This characteristic makes it suitable for withstanding thermal expansion and contraction cycles associated with heating processes inside boilers.
Moreover, boiler steel offers outstanding weldability, allowing manufacturers to easily join different components together during fabrication. This feature not only simplifies the production process but also ensures strong bonds between parts for enhanced structural integrity.
When compared to alternative materials like cast iron or aluminum alloys, boiler steel stands out due to its cost-effectiveness over the long term. Its superior durability reduces maintenance costs while providing reliable performance throughout the operational lifespan of a boiler.
the numerous benefits offered by using
steel make it an indispensable material
and long-lasting boilers.
and cost-effectiveness sets it apart as an excellent choice for demanding
applications within various industries
Challenges and Considerations for Working with Boiler Steel
Working with boiler steel comes with its own set of challenges and considerations that need to be carefully addressed."	<urn:uuid:4533e14b-afd2-4350-839c-eff408109017>	0.0
Do light rays and sound waves follow similar refraction principles?	- Seeing one: You can actually see the thermocline in some waters. You will recognize it by the kind of light refraction that suddenly occurs. This is because there are two water bodies with differing densities in the same location. This creates some kind of light refraction, which in turn creates a visual distortion. Scuba divers have been known to describe this as a shimmering in the water, frosted glass, oil on the water, or something similar to the kind of hazy heatwave you see just above the road on a hot summer day.	<urn:uuid:84dc89be-4606-4e48-a9e3-237ce572da53>	0.0
government economic growth tariff relationship impact	"The growth-profitability relationship : strategic orientations as moderator
Senderovitz, Martin, Klyver, Kim, Steffens, Paul R., & Davidsson, Per (2010) The growth-profitability relationship : strategic orientations as moderator. In Langan-Fox, Janice (Ed.) Proceedings of the 7th AGSE International Entrepreneurship Research Exchange, Swinburne University of Technology, University of the Sunshine Coast, Queensland, pp. 479-491.
Principal Topic: In this study we investigate how strategic orientation moderates the impact of growth on profitability for a sample of Danish high growth (Gazelle) firms. ----------
Firm growth has been an essential part of both management research and entrepreneurship research for decades (e.g. Penrose 1959, Birch 1987, Storey 1994). From a societal point of view, firm growth has been perceived as economic generator and job creator. In entrepreneurship research, growth has been an important part of the field (Davidsson, Delmar and Wiklund 2006), and many have used growth as a measure of success. In strategic management, growth has been seen as an approach to achieve competitive advantages and a way of becoming increasing profitable (e.g. Russo and Fouts 1997, Cho and Pucic 2005).
However, although firm growth used to be perceived as a natural pathway to profitability recently more skepticism has emerged due to both new theoretical development and new empirical insights. Empirically, studies show inconsistent and inconclusive empirical evidence regarding the impact of growth on profitability. Our review reveals that some studies find a substantial positive relationship, some find a weak positive relationship, some find no relationship and further some find a negative relationship.
Overall, two dominant yet divergent theoretical positions can be identified. The first position, mainly focusing on the environmental fit, argues that firms are likely to become more profitable if they enter a market quickly and on a larger scale due to first mover advantages and economic of scale. The second position, mainly focusing the internal fit, argues that growth may lead to a range of internal challenges and difficulties, including rapid change in structure, reward systems, decision making, communication and management style.
The inconsistent empirical results together with two divergent theoretical positions call for further investigations into the circumstances by which growth generate profitability and into the circumstances by which growth do not generate profitability."	<urn:uuid:7a8f10a8-1dd5-449a-9275-a86eed1a024f>	0.0
prescription safety glasses lens options bifocal	"Kahan and staff were number 1 in Massachusetts last year for LASIK referrals to TLC of Waltham. We work directly with TLC of Waltham for all your follow up visits and needs. Please feel free to contact our office to set up an appointment today or with any question you may have.
Free Lifetime Adjustments and No Charge Re-Examinations (Up to 3 months)
While we fit most contact lens patients the same day and have a free emergency loaner lens program, we won’t rush through your contact lens fitting. We feel the same way about eyeglasses.
We’re so confident you’ll be happy with them that we feature free lifetime adjustments and no charge re-examinations for up to 3 months if your prescription is difficult to adjust to.
Contact Lens Designs for the Hard to Fit Contact Lens Wearer
We use computer generated programs to design custom contact lenses. Computer generated contact lenses can fill all kinds of needs. Multifocal (bifocal and trifocal) Lenses correct for your distance, near (reading) and in-between vision. Single vision lenses are for those who still do not require reading glasses. Toric lenses are fit on eyes with astigmatism. CRT lenses are specially designed lenses used to temporarily reshape your cornea so that your distance vision remains corrected after the lenses are removed. Specially designed contact lenses for irregular corneas due refractive surgery, corneal transplantation, corneal degenerations, corneal dystrophies, and Keratoconus. For the first time computer generated contact lenses can correct very distorted corneas thus restoring good, clear, functional vision. Using this type of tool is a revolutionary approach to manage these very unique problems."	<urn:uuid:1f51883f-b060-495a-bb46-89215a23a9b2>	0.0
log burner or heat pump which more efficient	"The heated water is stored at the top of the tank and is kept warm through the unit’s refrigeration cycle.
Like traditional water heaters, heat pump water heaters come in various capacities. Certain factors, like the number of fixtures that use hot water and daily hot water usage, can help determine which size conventional or heat pump water heater is perfect for a home.
By reviewing how conventional water heaters and heat pump water heaters heat water, you’ll be able to understand better how they compare in terms of energy efficiency.
Heat pump water heaters are up to five times more energy efficient than conventional water heaters. All water heaters use the Uniform Energy Factor (UEF). Traditional gas or electric water heaters have a .60 to .93 UEF rating, significantly lower than the 4.0 rating for heat pump water heaters.
The main reason why conventional water heaters have a lower rating than heat pump water heater is because of the energy it needs to power themselves. Traditional water heaters consume energy, not just to heat water but to keep it heated for storage.
Heat pumps rely mainly on their heat pump technology, which doesn’t require a lot of power to operate. By reducing energy consumption, heat pump water heaters can obtain a higher UEF rating. This also translates into more energy savings for the homeowner.
Even though conventional water heaters have a lower UEF rating, they can still provide homeowners with energy cost savings. Whether it’s a heat pump water heater or a traditional one, all water heaters have energy guide labels that show an estimated yearly cost with the maximum gallons of hot water the unit can produce in an hour.
Conventional and heat pump water heaters can provide yearly savings, but homeowners will have first to pay the upfront costs to have one of these water heaters installed. We’ll take a deeper look at how these water heaters compare in terms of pricing.
Conventional water heaters, on average, are priced at $3,200 to $5,900 with installation. Whereas heat pump water heaters are higher in price, costing between $9,500 to $13,000. When shopping for any water heater in general, the following factors play a huge role in determining the final price.
- Additional parts
- Plumbing modifications
- Water filtration (optional)
Heat pump water heaters are new to the water heating industry, so there are fewer options for heat pump water heater models. This allows manufacturers to set their pricing for water heaters."	<urn:uuid:696774b9-3181-487c-a6dd-c94c1384e377>	0.0
smart city art citizen engagement examples	"Citizen Science in the Digital Age: Rhetoric, Science and Public Engagement
The tsunami had receded just days before. The cores of three reactors at the Fukushima Daiichi nuclear power plant on Japan's central east coast were molten wrecks. The deadly radiation once bottled inside their concrete containment domes — well, nobody knew exactly where it went.
So a group of citizens decided to find out.
The years-long nationwide act of citizen science that followed armed Japan's citizenry with information never before publicly available, and forced the country's government and institutions to adapt to a political reality unthinkable just a few years earlier. Their story is one of three examples of the diffusion of scientific research explored in ""Citizen Science in the Digital Age: Rhetoric, Science and Public Engagement,"" a new book by Carnegie Mellon University's James Wynn.
Citizen science is not a new concept. The Smithsonian Institute relied on the practice to gather data for a weather project in the mid-1800s. But the digital age has vastly expanded its potential and usefulness.
Wynn's book explores how this practice is changing the arguments that steer public policy by raising awareness about risk. If risk data are no longer the sole province of scientific institutions and governments, if the information is gathered and held by the public, that ""changes the way people can argue,"" said Wynn, associate professor of English and rhetoric in the Dietrich College of Humanities and Social Sciences.
Take Safecast, the effort by Japanese citizens to use homemade Geiger counters to record radiation readings around the country, and display that information in an online map.
""If you don't have data, and the government is the only source of data, they're the ones who choose how that data is displayed, they get to choose who gets that data, they get to choose how that data is characterized and framed,"" Wynn said.
Safecast volunteers gave people a far more detailed picture of the accident's aftermath, and discovered that the government had been ignoring two types of radiation that posed serious dangers to humans if ingested.
But citizen science is not always an unambiguous benefit. Two other cases Wynn explored — a climate science investigation in the United States and a sound-mapping project in London — showed how ideological or political motives can influence public debate.
Anthony Watts, a TV weatherman and skeptic of anthropogenic climate change, teamed up with a University of Colorado climatologist to photograph the locations of government temperature monitors."	<urn:uuid:dde90440-7191-4ff7-80a5-60c5decb0733>	0.0
What role do fats play in muscle building, and why should I avoid fatty foods before exercise?	"Two types of unsaturated fats are monounsaturated and polyunsaturated, both of which are thought to help lower cholesterol. Examples of these fats are olive and canola oils. Monounsaturated fats also are found in avocados, nuts and olives.
Trans fats are actually unsaturated fats that have been chemically modified. Manufacturers add hydrogen to vegetable oil in a process called hydrogenation. This increases the shelf life and the flavor stability of foods containing these fats. Trans fats can be found in vegetable shortenings, some margarines, crackers, cookies, snack foods and other foods made with or fried in partially hydrogenated oils. Like saturated fat and dietary cholesterol, they raise LDL cholesterol and increase your risk for cardiovascular disease.
Essential fatty acids are a category of fatty acids found in polyunsaturated fats your body needs but cannot manufacture itself. Good sources of polyunsaturated fatty acids include soybean, corn and cottonseed oils.
When an unsaturated fat is solidified—into margarine, for example—the process turns it into partially hydrogenated oils, which contains trans fatty acids.
The Skinny On Fad Diets
Despite the ads that claim miracle weight-loss for some products, there simply is no magic formula for losing weight. Fad diets, like those based on cabbage soup, grapefruit or protein, may help you lose some pounds in the short run, but they don't work in the long term because they're impossible and unhealthy to maintain. The truth is permanent weight loss takes time and requires a permanent change in eating and exercise habits.
Extreme diets of less than 1,000 calories per day carry health risks and could trigger excessive overeating following the period of extreme caloric restriction. Such diets usually provide insufficient vitamins and minerals as well. Severe dieting also has unpleasant side effects, including fatigue, intolerance to cold, hair loss, gallstone formation and menstrual irregularities. Most of the initial weight loss is in fluids; later, fat is lost, but so is muscle.
It is very dangerous to be on severe diets longer than 16 weeks or to fast for more than two or three days. There have been rare reports of death from heart arrhythmia when liquid formulas didn't have sufficient nutrients.
High-protein, low-carbohydrate diets are still used by some people for weight loss. Although a high-protein diet will lead to quick weight loss, its long-term health and safety benefits are uncertain."	<urn:uuid:e9e26811-70b5-4a9f-80f5-4b75caba3dc8>	0.0
cancer research data storage safety issues	"Research on the edge is a speaker series focused on interdisciplinary research and innovation, inspired by the Black Swan talks, and is a collaboration between the University Libraries and the Office of Undergraduate Research. With speakers from ICTAS, ICAT, and the University Libraries, we intend to create space for engaging conversations about ""research at the boundaries"" and how we promote innovation at these boundaries. Each is held in the library's study café on the first floor of Newman Library. Afternoon tea and other refreshments are provided.
ICTAS Director and Lewis A Hester Chair in Engineering Dr. Roop Mahajan will be speaking about the intersections of science and creativity and predicting the unpredictable.
From targeted therapeutics for cancer treatment to enhanced storage systems for clean and renewable energy, nanotechnology promises to enable solutions to some of humankind's greatest challenges. Despite this promise, the use of engineered nanomaterials in commerce poses uncertain risks that have drawn criticism from consumer groups, skepticism from the scientific community, and scrutiny from federal regulatory agencies. The speaker will discuss emerging applications of nanotechnology in consumer products, and describe efforts underway at Virginia Tech and elsewhere to better understand and minimize human and environmental health and safety risks of nanoscale materials.
Yong Cao is an Assistant Professor of Computer Science at Virginia Tech. He has worked at a leading video game company, Electronic Arts, before joined Virginia Tech in 2007. Dr. Cao is the Director of the Graphics and Visualization Lab at Virginia Tech, which focuses on the research of high performance visualization and simulation, parallel computing on many-core architecture, character animation, and video game based learning. In this talk, I will describe the technical challenges and solutions for visualizing and analyzing massive datasets, including images, videos, volumetric data, geometry data, and graphs. The focus will be on the research of parallel algorithm design on many-core architectures, especially GPGPUs.
Dr. Jeffrey Reed is the Willis G. Worcester professor in the Bradley Department of Electrical and Computer Engineering and the director of Wireless at Virginia Tech. Dr. Reed’s areas of expertise are in software radios, smart antennas, and ultra wideband. A new paradigm is headed for managing spectrum, it is as fundamental change to managing spectrum since the spark-gap generator radio was outlawed in the 1930s."	<urn:uuid:ce4b9cff-96fe-4655-88db-17075eec0b7a>	0.0
what was role ra egyptian god	"#nun #Portrait #street #bangadesh #photography #Nikon #Click #NikonLover #FollowMe #Follow4follow #gununkaresi #bugununkaresi #sonnenuntergang #stevenuniverse #gununfotografi #instagunung #gunungkidul #westernunion #gununfotosu #zeichnung #tenun #gunung(PID:36461331595) Source
posted by alias Shaikh Rifad Mahmud on Wednesday 9th of August 2017 12:13:58 PM
nun movie nun habit nun definition nun costume nun netflix nun jokes nunchucks nun documentary nun in spanish nun orange is the new black nun and nunner nun amen ra nun attire nun arrested nun amen ra diet nun assisi relais & spa museum nun aubrey plaza nun amen ra age nun attack nun abuse nun nunchucks nunavut nuna stroller nuna pipa nunc pro tunc nunu build nunez nunu nunes nunn bush nun bangkok nunn better farms nun bun nun buoy nun bathing suit nun baltimore netflix nunu build nun bible nun better nun documentary netflix nun definition nun documentary nun dolls nun danket alle gott nun demon nun dress code nun dmc nun doll museum nun death netflix nun costume nunchucks nun conjuring 2 nun conjuring nun cathy nun convent nun clothes name nun cat nun comedy nun church nun egyptian god nun emoji nun etymology nun emoji iphone nun eclair nun eclair tower nun eilt herbei nun en espanol nun egyptian god facts nuun energy nun gif nun god nun ghost nun game of thrones nun gown nun giving the finger nun gets arrested nun ghost movie nun gifts nunu guide nun habit nun horror movie nun headdress nun hebrew nun house nun habit types nun hats nun headpiece nun head covering nun habit pattern nun in spanish nun images nun in french nun in training nun in the attic nun in oitnb nun in the conjuring nun in hebrew nun in game of thrones nun ichimatsu nun jokes nun jokes one liners nun jubilee nun jokes clean nun jobs nun jjajang nun jesus painting nun jokes dirty nun job description nunu jungle nun from conjuring 2 nun from orange is the new black nun from insidious nun for free nun for free lyrics nun farts nun from american horror story nun funny nun figurines nun final vows nun killed netflix nun"	<urn:uuid:b77a017a-bd3c-498a-8afa-16d4a38fd733>	0.0
